Cinsiyet,65 Yaş Üstü,Medeni Durum,Bakma Sorumluluğu,Müşteri Olma Süresi(Ay),Ev Telefonu Aboneliği,Birden Fazla Abonelik Durumu,İnternet Aboneliği,Güvenlik Hizmeti Aboneliği,Yedekleme Hizmeti Aboneliği,Ekipman Güvenlik Aboneliği,Teknik Destek Aboneliği,IP Tv Aboneliği,Film Abonelği,Sözleşme Süresi,Online Fatura(Kağıtsız),Ödeme Şekli,Aylık Ücret,Toplam Ücret,Kayıp Durumu
Kadın,Evet,Evli,Var,72,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,88.05,6425.65,Yok
Kadın,Hayır,Bekar,Yok,8,Var,Var,DSL,Var,Yok,Yok,Var,Yok,Var,1 Aylık,Hayır,Elektronik,71.15,563.65,Var
Kadın,Hayır,Evli,Yok,61,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,2 Yıllık,Evet,Havale,101.05,5971.25,Yok
Erkek,Hayır,Bekar,Yok,64,Var,Var,Fiber Optik,Var,Var,Yok,Yok,Yok,Yok,1 Yıllık,Evet,Kredi Kartı,84.3,5289.05,Yok
Erkek,Evet,Evli,Yok,71,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Havale,23.95,1756.2,Yok
Kadın,Hayır,Evli,Var,65,Var,Var,Fiber Optik,Var,Var,Yok,Var,Var,Yok,2 Yıllık,Evet,Kredi Kartı,99.05,6416.7,Yok
Erkek,Hayır,Bekar,Yok,3,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,19.6,61.35,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,45.65,45.65,Var
Erkek,Hayır,Bekar,Var,30,Var,Yok,DSL,Yok,Var,Var,Yok,Var,Yok,1 Yıllık,Hayır,Kredi Kartı,64.5,1929.95,Yok
Erkek,Hayır,Evli,Var,15,Var,Yok,DSL,Yok,Var,Var,Var,Yok,Var,1 Aylık,Evet,Mail,69.5,1071.4,Yok
Kadın,Hayır,Evli,Var,8,Var,Yok,DSL,Yok,Yok,Yok,Var,Var,Var,1 Aylık,Evet,Elektronik,68.55,564.35,Yok
Erkek,Hayır,Bekar,Yok,7,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Hayır,Mail,95.0,655.5,Var
Kadın,Hayır,Evli,Var,70,Var,Var,Fiber Optik,Var,Var,Var,Yok,Var,Var,1 Yıllık,Evet,Kredi Kartı,108.15,7930.55,Yok
Erkek,Hayır,Evli,Var,62,Var,Yok,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Elektronik,86.1,5215.25,Yok
Kadın,Hayır,Evli,Var,6,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Mail,19.7,113.5,Yok
Kadın,Hayır,Evli,Var,14,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Havale,80.9,1152.8,Yok
Kadın,Hayır,Bekar,Yok,22,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Evet,Havale,84.15,1821.95,Yok
Erkek,Hayır,Evli,Var,22,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,20.15,419.9,Yok
Erkek,Hayır,Evli,Var,16,Var,Yok,DSL,Var,Yok,Var,Yok,Var,Yok,2 Yıllık,Hayır,Mail,64.25,1024.0,Yok
Erkek,Hayır,Bekar,Yok,10,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Havale,25.7,251.6,Yok
Kadın,Hayır,Bekar,Var,13,Var,Yok,DSL,Var,Var,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,56.0,764.55,Yok
Kadın,Hayır,Evli,Yok,20,Var,Var,Fiber Optik,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,82.4,1592.35,Var
Kadın,Hayır,Bekar,Yok,2,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,69.7,135.2,Yok
Erkek,Hayır,Bekar,Yok,53,Var,Var,DSL,Yok,Var,Var,Var,Yok,Var,2 Yıllık,Evet,Havale,73.9,3958.25,Yok
Kadın,Hayır,Evli,Var,11,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,20.6,233.9,Yok
Erkek,Hayır,Evli,Yok,69,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,19.9,1363.45,Yok
Kadın,Hayır,Bekar,Yok,4,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Havale,70.9,273.0,Var
Erkek,Hayır,Evli,Yok,72,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Havale,89.05,6254.45,Yok
Erkek,Evet,Evli,Yok,58,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Var,Yok,Yok,Var,1 Aylık,Evet,Elektronik,45.3,2651.2,Var
Kadın,Hayır,Evli,Var,16,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Elektronik,20.4,321.4,Yok
Erkek,Hayır,Evli,Yok,43,Var,Yok,Fiber Optik,Var,Yok,Var,Var,Yok,Yok,1 Yıllık,Evet,Havale,84.25,3539.25,Yok
Kadın,Hayır,Evli,Yok,2,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,104.4,242.8,Var
Erkek,Hayır,Evli,Yok,14,Var,Yok,DSL,Yok,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Mail,81.95,1181.75,Yok
Kadın,Hayır,Evli,Yok,53,Var,Yok,Fiber Optik,Yok,Yok,Var,Yok,Var,Var,1 Yıllık,Evet,Havale,94.85,5000.2,Var
Kadın,Hayır,Bekar,Yok,32,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Havale,20.55,654.55,Yok
Kadın,Hayır,Evli,Yok,34,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Elektronik,24.7,780.2,Yok
Kadın,Evet,Bekar,Yok,15,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,74.45,1145.7,Var
Kadın,Evet,Bekar,Yok,7,Var,Yok,Fiber Optik,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Havale,76.45,503.6,Var
Kadın,Hayır,Evli,Var,15,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Havale,105.35,1559.25,Yok
Erkek,Hayır,Evli,Yok,61,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Kredi Kartı,20.55,1252.0,Yok
Kadın,Hayır,Bekar,Yok,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Havale,29.95,29.95,Var
Kadın,Hayır,Bekar,Yok,1,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Mail,45.3,45.3,Yok
Erkek,Hayır,Bekar,Yok,8,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Hayır,Havale,84.5,662.65,Var
Erkek,Hayır,Evli,Var,33,Var,Yok,DSL,Var,Yok,Var,Yok,Var,Var,1 Yıllık,Hayır,Kredi Kartı,74.75,2453.3,Yok
Kadın,Hayır,Bekar,Yok,13,Var,Yok,Fiber Optik,Yok,Var,Var,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,79.25,1111.65,Var
Kadın,Hayır,Evli,Yok,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,24.8,24.8,Var
Erkek,Hayır,Bekar,Yok,20,Var,Yok,DSL,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,51.8,1023.85,Yok
Erkek,Hayır,Bekar,Yok,3,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Var,Yok,Yok,1 Aylık,Hayır,Elektronik,30.4,82.15,Yok
Kadın,Hayır,Bekar,Yok,13,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Elektronik,19.65,244.8,Yok
Kadın,Hayır,Evli,Yok,40,Var,Var,DSL,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,56.6,2379.1,Yok
Erkek,Hayır,Evli,Var,43,Var,Var,DSL,Var,Yok,Yok,Var,Yok,Var,1 Yıllık,Evet,Kredi Kartı,71.9,3173.35,Yok
Erkek,Hayır,Evli,Yok,6,Var,Yok,Fiber Optik,Yok,Var,Var,Yok,Yok,Var,1 Aylık,Evet,Elektronik,91.0,531.0,Var
Kadın,Hayır,Evli,Var,69,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Havale,19.75,1375.4,Yok
Kadın,Hayır,Evli,Var,72,Var,Var,Fiber Optik,Var,Var,Var,Yok,Var,Var,2 Yıllık,Hayır,Kredi Kartı,109.7,8129.3,Yok
Erkek,Hayır,Evli,Var,59,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,19.3,1192.7,Yok
Kadın,Hayır,Evli,Yok,20,Var,Yok,Fiber Optik,Var,Var,Yok,Var,Var,Yok,1 Aylık,Evet,Elektronik,96.55,1901.65,Yok
Erkek,Hayır,Evli,Var,24,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Evet,Havale,24.1,587.4,Yok
Erkek,Hayır,Bekar,Yok,59,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,111.35,6519.75,Yok
Erkek,Hayır,Evli,Var,72,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,2 Yıllık,Evet,Havale,112.25,8041.65,Yok
Erkek,Hayır,Bekar,Var,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Mail,20.75,20.75,Yok
Kadın,Hayır,Evli,Yok,27,Var,Yok,Fiber Optik,Var,Yok,Yok,Var,Var,Var,1 Yıllık,Evet,Kredi Kartı,101.9,2681.15,Yok
Kadın,Hayır,Bekar,Yok,14,Var,Yok,Fiber Optik,Yok,Var,Yok,Var,Yok,Yok,1 Aylık,Evet,Kredi Kartı,80.05,1112.3,Yok
Erkek,Hayır,Evli,Var,71,Var,Var,Fiber Optik,Var,Yok,Var,Yok,Var,Var,2 Yıllık,Hayır,Elektronik,105.55,7405.5,Yok
Erkek,Hayır,Bekar,Var,13,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Evet,Kredi Kartı,78.3,1033.95,Yok
Erkek,Hayır,Bekar,Yok,44,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,68.85,2958.95,Yok
Kadın,Hayır,Bekar,Yok,33,Var,Yok,Fiber Optik,Yok,Var,Yok,Var,Yok,Yok,1 Yıllık,Evet,Havale,79.95,2684.85,Yok
Erkek,Hayır,Evli,Var,72,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Var,Yok,Var,2 Yıllık,Evet,Kredi Kartı,55.45,4179.2,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Hayır,Elektronik,79.9,79.9,Var
Kadın,Hayır,Bekar,Yok,19,Var,Yok,Fiber Optik,Var,Yok,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,106.6,1934.45,Var
Erkek,Hayır,Evli,Yok,64,Var,Yok,Fiber Optik,Yok,Var,Var,Var,Var,Var,1 Yıllık,Evet,Kredi Kartı,102.45,6654.1,Yok
Erkek,Hayır,Bekar,Yok,2,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,46.0,84.5,Var
Kadın,Hayır,Bekar,Yok,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,25.25,25.25,Yok
Erkek,Hayır,Bekar,Var,61,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,19.75,1124.2,Yok
Kadın,Hayır,Evli,Var,29,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Elektronik,20.0,540.05,Yok
Erkek,Evet,Evli,Yok,23,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Hayır,Elektronik,86.8,1975.85,Yok
Kadın,Hayır,Evli,Yok,57,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Yok,Var,Var,1 Aylık,Evet,Havale,58.75,3437.45,Yok
Erkek,Hayır,Evli,Var,72,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Var,Yok,Yok,2 Yıllık,Hayır,Kredi Kartı,45.25,3139.8,Yok
Erkek,Hayır,Evli,Yok,66,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Var,Var,Yok,2 Yıllık,Evet,Havale,56.6,3789.2,Yok
Erkek,Hayır,Evli,Var,65,Var,Var,DSL,Yok,Var,Var,Var,Var,Var,2 Yıllık,Evet,Havale,84.2,5324.5,Yok
Kadın,Hayır,Bekar,Yok,8,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Evet,Havale,80.0,624.6,Yok
Kadın,Hayır,Bekar,Yok,4,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,70.15,268.35,Var
Kadın,Hayır,Evli,Yok,71,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Havale,24.75,1836.9,Yok
Erkek,Hayır,Evli,Var,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Elektronik,20.2,20.2,Yok
Erkek,Hayır,Evli,Yok,4,Var,Yok,DSL,Yok,Yok,Yok,Var,Yok,Yok,1 Aylık,Hayır,Mail,50.05,179.35,Var
Kadın,Hayır,Bekar,Yok,12,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Havale,19.35,219.35,Yok
Erkek,Hayır,Bekar,Yok,24,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Yok,Var,Var,1 Yıllık,Evet,Mail,50.6,1288.75,Yok
Kadın,Hayır,Evli,Var,31,Var,Yok,DSL,Var,Yok,Var,Var,Var,Var,1 Yıllık,Evet,Mail,81.15,2545.75,Yok
Kadın,Hayır,Evli,Yok,1,Var,Yok,DSL,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Hayır,Mail,55.2,55.2,Var
Erkek,Hayır,Bekar,Yok,30,Var,Var,Fiber Optik,Yok,Yok,Yok,Var,Yok,Var,1 Aylık,Evet,Kredi Kartı,89.9,2723.15,Yok
Kadın,Hayır,Evli,Var,47,Var,Var,DSL,Var,Var,Yok,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,85.3,4107.25,Yok
Erkek,Hayır,Bekar,Yok,54,Var,Var,Fiber Optik,Var,Var,Yok,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,108.0,5760.65,Yok
Erkek,Hayır,Bekar,Yok,50,Var,Yok,Fiber Optik,Var,Var,Yok,Var,Yok,Var,1 Aylık,Evet,Kredi Kartı,93.5,4747.5,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Var,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Mail,84.6,84.6,Var
Kadın,Hayır,Bekar,Yok,72,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,20.25,1566.9,Yok
Kadın,Hayır,Bekar,Yok,29,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Elektronik,25.15,702.0,Yok
Erkek,Hayır,Bekar,Yok,2,Var,Var,DSL,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,54.4,114.1,Var
Kadın,Hayır,Bekar,Yok,10,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Var,Yok,Yok,2 Yıllık,Evet,Mail,29.6,299.05,Yok
Erkek,Hayır,Evli,Yok,18,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,73.15,1305.95,Yok
Kadın,Evet,Bekar,Yok,11,Var,Yok,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,95.0,1120.3,Var
Erkek,Hayır,Bekar,Yok,16,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,19.75,284.35,Yok
Kadın,Hayır,Bekar,Yok,72,Var,Var,DSL,Yok,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Havale,86.6,6350.5,Yok
Erkek,Hayır,Bekar,Yok,72,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Havale,109.2,7878.3,Yok
Kadın,Hayır,Evli,Var,41,Var,Yok,DSL,Var,Yok,Yok,Var,Var,Var,1 Yıllık,Evet,Kredi Kartı,74.7,3187.65,Yok
Kadın,Evet,Evli,Yok,65,Var,Yok,Fiber Optik,Var,Var,Var,Yok,Yok,Var,1 Aylık,Hayır,Elektronik,94.4,6126.15,Yok
Kadın,Evet,Bekar,Yok,13,Var,Yok,DSL,Yok,Var,Var,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,54.8,731.3,Yok
Erkek,Evet,Bekar,Yok,4,Var,Yok,Fiber Optik,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,75.35,273.4,Yok
Erkek,Hayır,Bekar,Yok,41,Var,Var,DSL,Yok,Yok,Var,Yok,Yok,Var,1 Yıllık,Hayır,Mail,65.0,2531.8,Yok
Erkek,Evet,Bekar,Yok,15,Var,Yok,Fiber Optik,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,74.4,1074.3,Var
Erkek,Hayır,Bekar,Yok,1,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,48.55,48.55,Var
Erkek,Hayır,Bekar,Yok,42,Var,Var,Fiber Optik,Var,Var,Var,Yok,Yok,Var,1 Yıllık,Evet,Elektronik,99.0,4298.45,Yok
Kadın,Hayır,Evli,Yok,51,Var,Yok,Fiber Optik,Var,Var,Var,Yok,Var,Yok,1 Yıllık,Evet,Elektronik,93.5,4619.55,Yok
Kadın,Hayır,Evli,Var,2,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,70.4,147.15,Var
Erkek,Evet,Evli,Yok,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Yok,Yok,Var,Yok,1 Aylık,Hayır,Elektronik,40.2,40.2,Var
Erkek,Hayır,Bekar,Var,32,Var,Var,DSL,Yok,Var,Var,Var,Var,Var,1 Yıllık,Hayır,Kredi Kartı,83.7,2633.3,Yok
Erkek,Hayır,Bekar,Yok,10,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Mail,19.85,193.05,Yok
Kadın,Hayır,Evli,Var,67,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Var,Var,Var,Var,2 Yıllık,Evet,Elektronik,59.55,4103.9,Yok
Kadın,Hayır,Evli,Var,61,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Kredi Kartı,115.1,7008.15,Yok
Erkek,Hayır,Bekar,Yok,50,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,1 Yıllık,Hayır,Kredi Kartı,114.35,5791.1,Yok
Kadın,Hayır,Evli,Yok,2,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,44.6,80.55,Var
Kadın,Evet,Evli,Yok,29,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Var,Yok,Yok,Var,1 Aylık,Evet,Elektronik,45.0,1228.65,Yok
Erkek,Evet,Bekar,Yok,3,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Var,Yok,Yok,Var,1 Aylık,Evet,Elektronik,41.15,132.2,Var
Erkek,Evet,Bekar,Yok,13,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,106.9,1364.3,Var
Erkek,Evet,Evli,Yok,57,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,89.85,4925.35,Yok
Kadın,Hayır,Bekar,Yok,31,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Yok,Var,Yok,Var,2 Yıllık,Evet,Havale,49.85,1520.1,Yok
Kadın,Hayır,Evli,Yok,45,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,1 Yıllık,Hayır,Mail,113.3,5032.25,Yok
Kadın,Hayır,Evli,Var,61,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Mail,88.1,5526.75,Yok
Erkek,Hayır,Bekar,Yok,50,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Havale,24.9,1195.25,Yok
Kadın,Evet,Bekar,Yok,19,Var,Yok,Fiber Optik,Var,Var,Yok,Var,Var,Var,1 Aylık,Evet,Mail,105.0,2007.25,Yok
Erkek,Hayır,Bekar,Yok,59,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,19.35,1099.6,Var
Kadın,Hayır,Evli,Yok,71,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Evet,Kredi Kartı,24.25,1732.95,Yok
Kadın,Evet,Bekar,Yok,16,Var,Yok,Fiber Optik,Yok,Yok,Yok,Var,Var,Var,1 Aylık,Evet,Elektronik,94.45,1511.2,Var
Erkek,Hayır,Evli,Yok,57,Var,Yok,DSL,Var,Var,Yok,Var,Yok,Yok,2 Yıllık,Evet,Elektronik,59.75,3450.15,Yok
Erkek,Hayır,Bekar,Yok,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Havale,24.8,24.8,Var
Erkek,Evet,Evli,Yok,20,Var,Var,Fiber Optik,Yok,Var,Yok,Var,Var,Var,1 Aylık,Hayır,Elektronik,107.05,2172.05,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Mail,70.6,70.6,Var
Erkek,Hayır,Evli,Yok,5,Var,Var,Fiber Optik,Yok,Var,Yok,Var,Yok,Yok,1 Aylık,Evet,Elektronik,85.4,401.1,Var
Kadın,Hayır,Evli,Yok,52,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,105.05,5624.85,Var
Erkek,Evet,Evli,Yok,21,Var,Yok,DSL,Var,Var,Yok,Yok,Yok,Var,1 Aylık,Evet,Havale,64.95,1339.8,Yok
Erkek,Hayır,Bekar,Yok,14,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,55.0,771.95,Yok
Kadın,Hayır,Bekar,Yok,5,Var,Yok,DSL,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Havale,50.55,244.75,Yok
Kadın,Hayır,Bekar,Yok,6,Var,Yok,DSL,Var,Var,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Mail,55.15,322.9,Yok
Kadın,Hayır,Bekar,Yok,10,Var,Yok,DSL,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,51.2,498.25,Yok
